,quote,classe,methode of collection,groupe,source URL
8585,٢ أقوال وحكم في سوء الظن والتشاؤم,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
8586,٣ أقوال وحكم في سوء الظن بالآخرين,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
8587,٤ أقوال وحكم في سوء الظن وحسن الظن,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86
8643,١ سوء الظن,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86_%D8%A8%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8644,٢ عبارات عن سوء الظن,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86_%D8%A8%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8645,٣ كلمات عن سوء الظن,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86_%D8%A8%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8646,٤ شعر عن سوء الظن,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86_%D8%A8%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8647,٥ شعر جميل عن سوء الظن,سوء الظنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%B3%D9%88%D8%A1_%D8%A7%D9%84%D8%B8%D9%86_%D8%A8%D8%A7%D9%84%D9%86%D8%A7%D8%B3
8662,١ أقوال وحكم عن الغش,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8663,٢ حكم قوية عن الخداع,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8664,٣ أقوال عن أثر الغش ومردوده على صاحبه,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8665,٤ حكم عن الغش والكذب,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8666,٥ شعر عن الغش و الخداع,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8727,١ أقوال عن الغش,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8728,٢ أقوال عن الغش والخداع,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8729,٣ أقوال عن الغش والكذب,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8730,٤ أقوال عن الغش والأمانة,الغشُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B4
8782,١ أقوال وحكم عن الغدر,الغدرُ ونقض العهدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%AF%D8%B1
8783,٢ عبارات عن الغدر,الغدرُ ونقض العهدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%AF%D8%B1
8784,٣ كلام عن الغدر,الغدرُ ونقض العهدُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%AF%D8%B1
8945,١ اشهر مقولات العظماء,العبوسُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%B4%D9%87%D8%B1_%D9%85%D9%82%D9%88%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%B8%D9%85%D8%A7%D8%A1
8946,٢ فيديو أشهر مقولات العظماء,العبوسُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%B4%D9%87%D8%B1_%D9%85%D9%82%D9%88%D9%84%D8%A7%D8%AA_%D8%A7%D9%84%D8%B9%D8%B8%D9%85%D8%A7%D8%A1
9021,١ أقوال عن الفرج,الفجورُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%81%D8%B1%D8%AC
9022,٢ أقوال عن الفرج بعد الصبر,الفجورُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%81%D8%B1%D8%AC
9023,٣ كلام عن الضيق والفرج,الفجورُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%81%D8%B1%D8%AC
9024,٤ أقوال رائعة عن الفرج,الفجورُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%81%D8%B1%D8%AC
9025,٥ قصائد عن الفرج,الفجورُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%81%D8%B1%D8%AC
9093,١ حكمة عن الغيبة,الغيبةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%A8%D8%A9
9094,"٢ شعر عن الغيبة
٢.١ الشاعرمرشد البذال
",الغيبةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%A8%D8%A9
9095,٢.١ الشاعرمرشد البذال,الغيبةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D9%8A%D8%A8%D8%A9
9119,١ حكم عن الغضب,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9120,٢ أقوال عن الغضب,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9177,إذا كان غريمك سريع الغضب – احرص على مضايقته وإثارة غيظه.. تظاهر بالضعف حتى يتمادى في غروره. - سون وو,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9178,الذين هم في ثورة الغضب يفقدون كل سلطان على أنفسهم. - أرسطو,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9179,سجل.. أنا عربي أنا اسم بلا لقب يعيش بفورة الغضب.. جذوري قبل ميلاد الزمان رست وقبل تفتح الحقب.. سجل أنا عربي !. - محمود درويش ( شاعر فلسطيني ),الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9180,عند الغضب يجب أن نمتنع عن أربعة أشياء : الحكم على الآخرين، واتخاذ القرارات والحديث مع الآخرين واتخاذ الأفعال. - فيثاغورس,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9181,كلما تملك الغضب في قلبك أكثر على ما عانيته في الماضي كلما فقدت الفرصة في احتمال حصولك على حب جديد في المستقبل. - باربرا دي انجليس,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9182,الغضب هو الرياح الوحيدة التي يمكنها أن تطفئ نور العقل. - روبرت جرين انجرسول,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9183,هم يريدون أن تموت الحكاية بالصمت كما ماتت جرائم أخرى، يريدون أن تموت الذاكرة ويموت الغضب ليستمر اللعب في الخفاء. - بهاء طاهر,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9184,من أفضل البر : الجود في العسر، والصدق في الغضب، والعفو عند المقدرة. - علي بن أبي طالب,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9185,الغضب والتعصب يعميان الإنسان عن الفهم الصحيح. - المهاتما غاندي,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9186,عندما يسيطر الغضب على الإنسان يصبح الإنسان كالدمية الخشبية التي تحرك من خلال صاحبها.. هكذا يفعل الغضب بالإنسان يحركه كما يشاء وفي الاتجاه الذي يدمر.. فلا تجعل غضبك يحولك لجماد ساكن يتحرك بك نحو الجحيم. - احمد محمد موسى,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9187,الجاهل يعرف بست خصال: الغضب من غير شيء، والكلام في غير نفع، والعطية في غير موضعها، وأن لا يعرف صديقه من عدوه، وإفشاء السر، والثقة بكل أحد. - علي ابن أبي طالب (خليفة وفيلسوف وصحابي عربي),الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9188,العقل يؤدي دوره حين يكون الجوّ صحوا، أما إذا حامت حوله سحب الغضب ؛ فإنّه ينسكب ويضعف، ويصبح ذليلا تابع للعاطفة العاصفة. - سلمان العودة,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9189,جوهر المرء في ثلاث: كتمان الفقر حتى يظن الناس من عفتك أنك غني وكتمان الغضب حتى يظن الناس أنك راضٍ وكتمان الشدة حتى يظن الناس أنك متنعم -الشافعي,الغضبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
9190,١ حكم عن اللامبالاة,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9191,٢ حكم عن اللامبالاة والاهتمام,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9192,٣ حكم عن اللامبالاة والتجاهل,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9193,٤ أبيات شعرية عن اللامبالاة,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9264,١ أقوال عن اللامبالاة,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9265,٢ أقوال عن اللامبالاة والجهل,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9266,٣ أقوال عن اللامبالاة والإهمال,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9267,٤ أبيات شعرية عن اللامبالاة,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9300,صاحِب كلَّ أروعَ دهميٍ … ولا يصحبْكَ ذو الجهل البليدُ.,اللامبالاةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A7%D9%85%D8%A8%D8%A7%D9%84%D8%A7%D8%A9
9351,١ حكم عن الكذب ,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9352,٢ مقولات عن الكذب,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9353,٣ عبارات عن الكذب,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9354,٤ شعر عن الكذب,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9365, لا أفهم كيف يستطيع الناس الكذب في العلاقات الغرامية والادعاء بالحب، أنا لا أستطيع أن أقول “مرحباً” لشخص لا أستلطفه.,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9402,١ أقوال عن الكذب,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9403,٢ خواطر عن الكذب,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9404,٣ حكم عن الصدق,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9405,٤ شعر عن تجنب الكذب لنور الدين السالمي,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9428,‏كنت جيدة وكان ذلك يجعلني على مرمى الأشياء السيئة، لقد تم الكذب علي، وتمت خيانتي أيضاً، وهناك من صفعني ومن سحق مشاعري وخدعني.,الكذبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85%D8%A9_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8
9445,١ أقوال عن التكبر,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9446,٢ أقوال عن الغرور,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9447,٣ أقوال عن التعالي,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9448,"٤ قصائد عن الغرور
٤.١ قصيدة دَلَّيتَني بِغُرُورِ وَعْدِكَ في
٤.٢ قصيدة أيها المغرورُ، مهلا
",الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9449,٤.١ قصيدة دَلَّيتَني بِغُرُورِ وَعْدِكَ في,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9450,٤.٢ قصيدة أيها المغرورُ، مهلا,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9496,١  حكم عن التكبر,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9497,٢ حكم عن التكبر والتواضع,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9498,٣ أبيات شعرية عن التكبر والغرور,الكبرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
9540,١ حكم عن نكران الجميل,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9541,٢ أقوال عن المعروف ونكرانه,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9542,٣ أقوال عن ناكر الجميل,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9543,٤ شعر في نكران الجميل,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9587,١ أقوال في نكران الجميل,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9588,٢ حكم في فعل المعروف ونكرانه,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9589,٣ أمثال وأقوال عن المعروف,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9590,٤ شعر عن ناكر المعروف,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9591,٥ شعر عن الأمر بالمعروف,نكران الجميلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D9%86%D9%83%D8%B1%D8%A7%D9%86_%D8%A7%D9%84%D8%AC%D9%85%D9%8A%D9%84
9730,١ أقوال وحكم عن المنافقين,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9731,٢ عبارات قوية عن النفاق,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9732,٣ أجمل وأروع الكلام عن النفاق,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9733,٤ أقوال مأثورة عن النفاق,النفاقُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%81%D9%82%D9%8A%D9%86
9793,١ الأقوال,المنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9
9794,٢ أقوال عربية مأثورة,المنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D9%85%D8%A3%D8%AB%D9%88%D8%B1%D8%A9
9861,١ أجمل الحكم العربية عن أسلوب التعامل مع الحياة,المنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
9862,٢ أجمل الحكم العربية عن الحب والزواج,المنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
9863,٣ أجمل الحكم العربية عن الصداقة,المنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
9864,٤ أجمل الحكم العربية عن القوة والتفاؤل,المنُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A7%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%AD%D9%83%D9%85_%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
9960,١ أقوال وحكم عن اليأس,اليأسُ والقنوطُ والإحباطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%8A%D8%A3%D8%B3
